repository_relative_path,size_bytes,size_mb,scene_id_inferred,detected_file_type,likely_raw_yolov11_detection_output,should_upload_to_onedrive,recommended_priority,recommended_onedrive_folder,parquet_columns_sample,sha256
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_14-08-31.parquet,51144336,48.77504,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,b8ea9556b0dc79b7f6ded64e016542d521b1712e6a2795e49e2a7e4cfcacd6d1
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_15-08-32.parquet,72257690,68.910303,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,b00a4545959d33395b64c9c12d00b9353d2996bc3481161c113941dcbebeb74d
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_16-08-32.parquet,69997777,66.755082,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,baa75e3098f6a58a091bb1bd08c328119aaba28566388a524468aae8900bce1e
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_17-08-32.parquet,77270505,73.690896,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,1eec07e5048deb806ac8a604a72796b39a6a469572e17bc10d8c56b2fe65dec4
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks.parquet,1058323533,1009.295972,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-10_18-08-24.parquet,70059896,66.814323,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,e83855083387665227ae3d9061b7fd6b285011f2a1ea912e704286d0769aa63f
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-10_19-08-25.parquet,68032335,64.880691,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,d69b2f28fafd79b0f0589a048e5490dd87d95c2ee1c1d11679a13e577d2ec711
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-10_20-08-25.parquet,46104449,43.968629,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,834552840152a5c6f114855c4c354cacbed3a6cc9514faab98155c6edd0dd51c
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-10_21-08-38.parquet,40363043,38.493197,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,9b586b0a5bb3299427c143e0e6a2c3f8ee3763fd48da22395159bf4286bf560d
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-10_22-08-28.parquet,31081880,29.641991,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,f6d982ce1608f184192096d1b56fbc0508e6fe63855275aec79641ee092f664b
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-10_23-08-29.parquet,30083307,28.689677,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,425ac783a7f220d4c408ea2e736b1ab4549a7550a704950a9b7acb84e8098f4f
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_00-08-29.parquet,28059878,26.759985,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,9055e7e8170fdc3c66edd0ea271d417b8d5e9096ac513490b9679b4517a1f6ed
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_01-08-30.parquet,23851646,22.746702,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,e0246f6ad2850ce153a9503f8bb3daf8821ce566c7dbdecda46ccb217c49d8b9
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_02-08-29.parquet,25209319,24.04148,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,6bb7562786d6d86c5057d9babe33a03d290b929990ae0d36f71d52226d1ba244
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_03-08-30.parquet,26063106,24.855715,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,5b22bd8bfbc2ffbe007eb2756533729c87456775b11d943a6bf33604b47d7d99
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_04-08-29.parquet,28433338,27.116144,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,7a7ec30cd1e6923760d42b9c92a9f732a4257250d65a57c8ad96a6ec2bf71ed8
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_05-08-30.parquet,32434949,30.932378,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,c608781857ff71ff6e2f5f143635b7f268c09711c1c743d6df0e575ff451417c
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_06-08-32.parquet,60040532,57.259113,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,05ddf8b176c7621e10735211bd85a2f2345ccb518a347d3524869bed32661070
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_07-08-31.parquet,68223895,65.063376,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,065c1114a0da0bb10ef62dc9541d8a13a85f63d90eb36461d168702c12e05e94
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_08-09-36.parquet,11510830,10.977583,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,ec405e2a60a92ebc29950ee0619e9a78a5c01bcfaf4d6f5df1079c9a4f9aa215
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_09-08-31.parquet,69076103,65.876105,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,6a86bbf8c934c3dd26389ffd0cc19b1d7eb7d274e0c07bdbbffa775727375ce1
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_10-08-33.parquet,66591364,63.506474,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,f47b72f03be0982987ca162dac2f66624b49cd84e449187f156a3573d11a25f0
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_11-08-34.parquet,72385626,69.032312,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,5471f0fc8322049e3c4e0c90f157cac45417229fde65c2b9868c15b5e0b74f2d
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_12-08-38.parquet,75403211,71.910106,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,cd356b727dd31b6ffedc347809b6067f5eff5b7c46dd6273f8f1178e0c2bd5b4
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_13-08-32.parquet,58096819,55.405444,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,33c960adfa91ed0f74a91de509790c5009bd919e34601f6db2ce970407d4a4ff
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_14-08-32.parquet,73500401,70.095445,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,628d0017a1e71f90a59480eb3676be32fb2e3434cae0c9145c7a9814bb292aa4
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_16-08-35.parquet,13169584,12.559494,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,e1414071a38ed8e400dbc1ec7970016c3d00c717c3a9d8daf73fef5c6bfc20eb
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_17-08-45.parquet,13030015,12.426391,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,7d24bf1719ee6654ed76388b2304ca5e0d6119382f0cff3adf9654cb4f8b7ddc
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks.parquet,1572081866,1499.254099,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-10_18-08-23.parquet,90333981,86.149198,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,ebb92cd99ea9f2abbd9173f8322c23124fac535dbb35fcc82bcbbadb4df954af
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-10_19-08-24.parquet,81046548,77.292011,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,40b2d2d832f177738940979a365e3221bc9971f0b166ccef5b420242cc82fd36
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-10_20-08-24.parquet,68364583,65.197547,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,4615068e21c5421e24725706e889344fbd14960f31a4b26d35003144ed2076b0
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-10_21-08-28.parquet,57052732,54.409725,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,c6757ba9d22be3e38c5f2e567a77fedfaaa7c0ed24dbbd791ebd9c7efe18efa9
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-10_22-08-28.parquet,42603003,40.62939,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,a26e2e07f441d4472f45b18c8d85d8d8fe9b29f6436c1667805c42351e2012de
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-10_23-08-29.parquet,39252702,37.434294,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,9a2b5fb270c10d622f7d0a79471546ff1bbb1edec206c8773e4bac10dc5ba67c
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_00-08-29.parquet,35349410,33.711824,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,eb82c32e778f3b3e0b0921f4f10ea92f88d746646b31e04b2f74da89629b5c95
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_01-08-29.parquet,28340122,27.027246,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,aeee5254f3ab93a49f51ad5b17471f896ac7891383e17e22610c29b0989a543c
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_02-08-29.parquet,31083751,29.643775,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,bee385f6f135bc794c1bf34bd694a80d7598ca90f7636b06cf0c425174bd3562
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_03-08-29.parquet,30034459,28.643092,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,2745c4e40d8a72640e17d228248807a67fdbb0b185bab63ead3ced1163822aa9
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_04-08-29.parquet,34320729,32.730798,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,8be6085132d6847aa218cf62827f8da558406bd6caede9a954cb963ebccecd6b
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_05-08-29.parquet,40739069,38.851804,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,bbd792ee4987e67aa11f0bad61e753c97353c049e7b13e0753aa360df742a43d
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_06-08-29.parquet,48076336,45.849167,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,f577f6e7630a03540e3e227e5236a7d720ed9d9d7be68f19db84a95204766b79
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_07-08-31.parquet,62023367,59.150092,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,3f607d5b6b9216e451a60de60474d5d467615dbcded900657b40c63ec4f10414
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_08-08-31.parquet,64101420,61.131878,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,f82c5ab78d82815ad8e677caaa4f03de8aa4c1102e5355601536026d7d1c39a4
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_09-08-30.parquet,80821382,77.077276,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,43e0946a22b4da8bbe351fa9632d85826cd79049e337ffb1fd322b488eb28f8b
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_10-08-31.parquet,95790454,91.352896,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,4518729af32cbaf7ad450dd07ef73e14110f522759d8306382a1513e898938f3
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_11-08-31.parquet,106984525,102.028394,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,5d4489f6334df7960e7e498161bbd5e0e30ff9fdcf25a7ffc368a4127a62ade3
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_12-08-31.parquet,104208406,99.38088,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,16e6a65a610b728c70aa390b47f916f6e27fbc8e7bf1e748f29f8c9873c8197a
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_13-08-32.parquet,88306288,84.215439,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,512d776d6f2d908f4932a81332b9526431707e9f994b4d10a0e8ee4c154fe9ee
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_14-08-31.parquet,91098696,86.878487,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,f5a955dfd61db87f42be9a3eb66541bc6c4043c3ddbe66422e91fe778c82eb40
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_15-08-32.parquet,94302340,89.93372,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,7ab0579c3a7e734bcaa0d7f3823b73a008e075266ea4759345de398da61dae5e
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_16-08-32.parquet,96575538,92.10161,bellevue_ne8th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,50b48b0a02cca43f490529093309f482629ab5d1a754164b8f0d8528c12298be
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/processed/bellevue_150th_eastgate/experiments/eastgate_edge_touch_trim_v1/camera_space_filter/selected_tracks.parquet,2333263,2.225173,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,track_id;start_x;start_y;end_x;end_y;displacement;displacement_norm,6e1fe70bfd2c59af74b8e6141edcffc3919bd613f21c54cb8778ce3688f19283
TNVD2_UPLOAD_PACKAGE/03_yolo_tracking_outputs/data/processed/bellevue_150th_eastgate/experiments/eastgate_edge_touch_trim_v1/tracks_edge_touch_trimmed.parquet,709377833,676.51542,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,track_id;frame;cx;cy;w;h;cls,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES
TNVD2_UPLOAD_PACKAGE/04_trajectories_raw/data/processed/bellevue_116th_ne12th/rebuild_v1/trajectories.parquet,191013740,182.164898,bellevue_116th_ne12th,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,track_id;frame;x;y;vx;vy;ax;ay,ee1160c8b483c9ed3d7bf55bac6bc25d5afe88ba81ea665f71e5291f0f82e864
TNVD2_UPLOAD_PACKAGE/04_trajectories_raw/data/processed/bellevue_116th_ne12th/trajectories.parquet,191459477,182.589986,bellevue_116th_ne12th,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,track_id;frame;x;y;vx;vy;ax;ay,8ff8cfdc6ea176d14f7592109770f3ef875429d48269fb441640d8efa0ecb154
TNVD2_UPLOAD_PACKAGE/04_trajectories_raw/data/processed/bellevue_150th_eastgate/experiments/eastgate_edge_touch_trim_v1/trajectories.parquet,1544113500,1472.581387,bellevue_150th_eastgate,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,track_id;frame;x;y;vx;vy;ax;ay,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES
TNVD2_UPLOAD_PACKAGE/04_trajectories_raw/data/processed/bellevue_150th_eastgate/trajectories.parquet,1551062886,1479.208838,bellevue_150th_eastgate,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,track_id;frame;x;y;vx;vy;ax;ay,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES
TNVD2_UPLOAD_PACKAGE/04_trajectories_raw/data/processed/bellevue_150th_newport/trajectories.parquet,976055547,930.839107,bellevue_150th_newport,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,track_id;frame;x;y;vx;vy;ax;ay,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES
TNVD2_UPLOAD_PACKAGE/04_trajectories_raw/data/processed/bellevue_150th_se38th/trajectories.parquet,916716833,874.249299,bellevue_150th_se38th,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,track_id;frame;x;y;vx;vy;ax;ay,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES
TNVD2_UPLOAD_PACKAGE/04_trajectories_raw/data/processed/bellevue_ne8th/trajectories.parquet,1784078265,1701.42962,bellevue_ne8th,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,track_id;frame;x;y;vx;vy;ax;ay,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES
TNVD2_UPLOAD_PACKAGE/05_trajectories_filtered_filled_smoothed/data/processed/bellevue_116th_ne12th/rebuild_v1/trajectories_filtered_filled.parquet,184976719,176.407546,bellevue_116th_ne12th,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,track_id;frame;x;y;vx;vy;ax;ay;is_filled,9639b543f195325dc50ecf38ba91e23dc2cc5c5a80623dd735327795930aa38d
TNVD2_UPLOAD_PACKAGE/05_trajectories_filtered_filled_smoothed/data/processed/bellevue_116th_ne12th/rebuild_v1/trajectories_filtered_filled_audit.json,745,0.00071,bellevue_116th_ne12th,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,,06533e9e9ba8d42401fc448a799a845fe8e3d2fe5b3b03b920afaba4039d75c3
TNVD2_UPLOAD_PACKAGE/05_trajectories_filtered_filled_smoothed/data/processed/bellevue_116th_ne12th/trajectories_filtered_filled.parquet,184976719,176.407546,bellevue_116th_ne12th,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,track_id;frame;x;y;vx;vy;ax;ay;is_filled,9639b543f195325dc50ecf38ba91e23dc2cc5c5a80623dd735327795930aa38d
TNVD2_UPLOAD_PACKAGE/05_trajectories_filtered_filled_smoothed/data/processed/bellevue_150th_eastgate/experiments/eastgate_edge_touch_trim_v1/camera_space_filter/trajectories_filtered_filled.parquet,930185023,887.093566,bellevue_150th_eastgate,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,track_id;frame;x;y;vx;vy;ax;ay;is_filled,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES
TNVD2_UPLOAD_PACKAGE/05_trajectories_filtered_filled_smoothed/data/processed/bellevue_150th_eastgate/experiments/eastgate_edge_touch_trim_v1/trajectories_filtered_filled.parquet,1536493832,1465.314705,bellevue_150th_eastgate,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,track_id;frame;x;y;vx;vy;ax;ay;is_filled,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES
TNVD2_UPLOAD_PACKAGE/05_trajectories_filtered_filled_smoothed/data/processed/bellevue_150th_eastgate/experiments/eastgate_edge_touch_trim_v1/trajectories_filtered_filled_audit.json,844,0.000805,bellevue_150th_eastgate,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,,ce29747255bda75fe30baaaf8582153a9c099d2602a1a6ee09a70ebf8d95328c
