scene_id,point_id,source_x_px,source_y_px,destination_x,destination_y,source_image_width,source_image_height,destination_image_width,destination_image_height,source_normalized_x,source_normalized_y,destination_normalized_x,destination_normalized_y,is_inlier_if_applicable,point_provenance,calibration_version,source_config_path,source_checksum,camera_image_checksum,topview_image_checksum
bellevue_150th_newport,5,240.2225806451613,553.289247311828,915.573758012064,551.4723231826582,1280,720,1915,985,0.18767389112903227,0.7684572879330945,0.47810640105068614,0.5598703788656428,True,manual_existing_calibration_point_feature_not_documented,frozen-hg-msa-tc-five-scene-v1,research_experiments/fov2026_trajectory_clustering/configs/hg_msa_tc_five_scene/homography_bellevue_150th_newport.json,243f3e4e2f2934655415ca97509041c6d8e5714bfde91b9a8d747f45f2be15d8,d362b09147e09c811558f38d76ea9af7ccd006c913d15f6a3db9c361c16c0431,a676d8bdb957ef34c348ad5e03e9f468baae2afd17345ff4d3f57ae8e063423d
bellevue_150th_newport,6,214.5939526881721,506.6102623655916,906.0136680533444,544.616868094965,1280,720,1915,985,0.16765152553763446,0.703625364396655,0.4731141869730258,0.552910525984736,True,manual_existing_calibration_point_feature_not_documented,frozen-hg-msa-tc-five-scene-v1,research_experiments/fov2026_trajectory_clustering/configs/hg_msa_tc_five_scene/homography_bellevue_150th_newport.json,243f3e4e2f2934655415ca97509041c6d8e5714bfde91b9a8d747f45f2be15d8,d362b09147e09c811558f38d76ea9af7ccd006c913d15f6a3db9c361c16c0431,a676d8bdb957ef34c348ad5e03e9f468baae2afd17345ff4d3f57ae8e063423d
bellevue_150th_newport,7,169.06559139784946,473.0483870967743,887.7937765760959,534.679932771143,1280,720,1915,985,0.1320824932795699,0.6570116487455199,0.463599883329554,0.5428222667727339,True,manual_existing_calibration_point_feature_not_documented,frozen-hg-msa-tc-five-scene-v1,research_experiments/fov2026_trajectory_clustering/configs/hg_msa_tc_five_scene/homography_bellevue_150th_newport.json,243f3e4e2f2934655415ca97509041c6d8e5714bfde91b9a8d747f45f2be15d8,d362b09147e09c811558f38d76ea9af7ccd006c913d15f6a3db9c361c16c0431,a676d8bdb957ef34c348ad5e03e9f468baae2afd17345ff4d3f57ae8e063423d
bellevue_150th_newport,8,392.0394993548388,203.0127604301075,877.8287198570056,459.285185310392,1280,720,1915,985,0.30628085887096784,0.2819621672640382,0.4583961983587497,0.4662793759496366,False,manual_existing_calibration_point_feature_not_documented,frozen-hg-msa-tc-five-scene-v1,research_experiments/fov2026_trajectory_clustering/configs/hg_msa_tc_five_scene/homography_bellevue_150th_newport.json,243f3e4e2f2934655415ca97509041c6d8e5714bfde91b9a8d747f45f2be15d8,d362b09147e09c811558f38d76ea9af7ccd006c913d15f6a3db9c361c16c0431,a676d8bdb957ef34c348ad5e03e9f468baae2afd17345ff4d3f57ae8e063423d
bellevue_150th_newport,9,456.97217176774194,182.96254974623668,894.8820501678302,454.2155900341788,1280,720,1915,985,0.3570095091935484,0.2541146524253287,0.4673013316803291,0.4611325787149023,False,manual_existing_calibration_point_feature_not_documented,frozen-hg-msa-tc-five-scene-v1,research_experiments/fov2026_trajectory_clustering/configs/hg_msa_tc_five_scene/homography_bellevue_150th_newport.json,243f3e4e2f2934655415ca97509041c6d8e5714bfde91b9a8d747f45f2be15d8,d362b09147e09c811558f38d76ea9af7ccd006c913d15f6a3db9c361c16c0431,a676d8bdb957ef34c348ad5e03e9f468baae2afd17345ff4d3f57ae8e063423d
bellevue_150th_newport,10,499.9166441290323,166.4131418150538,927.8482400178927,419.0684522143654,1280,720,1915,985,0.3905598782258065,0.23112936363201916,0.4845160522286646,0.425450205293772,True,manual_existing_calibration_point_feature_not_documented,frozen-hg-msa-tc-five-scene-v1,research_experiments/fov2026_trajectory_clustering/configs/hg_msa_tc_five_scene/homography_bellevue_150th_newport.json,243f3e4e2f2934655415ca97509041c6d8e5714bfde91b9a8d747f45f2be15d8,d362b09147e09c811558f38d76ea9af7ccd006c913d15f6a3db9c361c16c0431,a676d8bdb957ef34c348ad5e03e9f468baae2afd17345ff4d3f57ae8e063423d
bellevue_150th_newport,11,527.3145679139786,141.53505961290318,934.3513695573334,398.628925972645,1280,720,1915,985,0.4119645061827958,0.19657647168458775,0.4879119423275893,0.4046994172311117,True,manual_existing_calibration_point_feature_not_documented,frozen-hg-msa-tc-five-scene-v1,research_experiments/fov2026_trajectory_clustering/configs/hg_msa_tc_five_scene/homography_bellevue_150th_newport.json,243f3e4e2f2934655415ca97509041c6d8e5714bfde91b9a8d747f45f2be15d8,d362b09147e09c811558f38d76ea9af7ccd006c913d15f6a3db9c361c16c0431,a676d8bdb957ef34c348ad5e03e9f468baae2afd17345ff4d3f57ae8e063423d
bellevue_150th_newport,12,754.1800352619355,106.04314033548376,1049.455070392155,368.8914133220474,1280,720,1915,985,0.5892031525483871,0.14728213935483855,0.5480183135207076,0.37450904905791615,True,manual_existing_calibration_point_feature_not_documented,frozen-hg-msa-tc-five-scene-v1,research_experiments/fov2026_trajectory_clustering/configs/hg_msa_tc_five_scene/homography_bellevue_150th_newport.json,243f3e4e2f2934655415ca97509041c6d8e5714bfde91b9a8d747f45f2be15d8,d362b09147e09c811558f38d76ea9af7ccd006c913d15f6a3db9c361c16c0431,a676d8bdb957ef34c348ad5e03e9f468baae2afd17345ff4d3f57ae8e063423d
bellevue_150th_newport,13,633.5893027339013,110.9356576211956,995.7025277141056,362.4716254682008,1280,720,1915,985,0.4949916427608604,0.15407730225166055,0.5199491006339977,0.36799149793725966,True,manual_existing_calibration_point_feature_not_documented,frozen-hg-msa-tc-five-scene-v1,research_experiments/fov2026_trajectory_clustering/configs/hg_msa_tc_five_scene/homography_bellevue_150th_newport.json,243f3e4e2f2934655415ca97509041c6d8e5714bfde91b9a8d747f45f2be15d8,d362b09147e09c811558f38d76ea9af7ccd006c913d15f6a3db9c361c16c0431,a676d8bdb957ef34c348ad5e03e9f468baae2afd17345ff4d3f57ae8e063423d
bellevue_150th_newport,14,584.8079618064519,114.57839394408596,972.9725294713124,360.3939602621936,1280,720,1915,985,0.4568812201612905,0.15913665825567494,0.5080796498544713,0.3658821931595874,True,manual_existing_calibration_point_feature_not_documented,frozen-hg-msa-tc-five-scene-v1,research_experiments/fov2026_trajectory_clustering/configs/hg_msa_tc_five_scene/homography_bellevue_150th_newport.json,243f3e4e2f2934655415ca97509041c6d8e5714bfde91b9a8d747f45f2be15d8,d362b09147e09c811558f38d76ea9af7ccd006c913d15f6a3db9c361c16c0431,a676d8bdb957ef34c348ad5e03e9f468baae2afd17345ff4d3f57ae8e063423d
